column1,camis,violation_code,violation_description,action,score,inspection_type,grade,grade_date,inspection_date,critical_flag,record_date
14011,50073766,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Violations were cited in the following area(s).,32,Cycle Inspection / Initial Inspection,NULL,NULL,2019-12-13 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
14012,41647630,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,7,Cycle Inspection / Re-inspection,A,2019-10-22 00:00:00.0000000,2019-10-22 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
14013,50124084,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Violations were cited in the following area(s).,18,Pre-permit (Non-operational) / Initial Inspection,N,NULL,2022-07-06 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
14014,50090807,06F,Wiping cloths soiled or not stored in sanitizing solution.,Violations were cited in the following area(s).,11,Pre-permit (Operational) / Initial Inspection,NULL,NULL,2019-08-13 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
14015,41683394,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Violations were cited in the following area(s).,11,Cycle Inspection / Re-inspection,A,2019-06-14 00:00:00.0000000,2019-06-14 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
14016,50105931,10H,Proper sanitization not provided for utensil ware washing operation.,Violations were cited in the following area(s).,13,Pre-permit (Operational) / Initial Inspection,A,2021-12-01 00:00:00.0000000,2021-12-01 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
14017,41267566,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Violations were cited in the following area(s).,11,Cycle Inspection / Initial Inspection,A,2018-02-20 00:00:00.0000000,2018-02-20 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
14018,50072579,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Violations were cited in the following area(s).,7,Pre-permit (Operational) / Initial Inspection,A,2018-03-26 00:00:00.0000000,2018-03-26 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
14019,50108048,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,15,Pre-permit (Operational) / Re-inspection,B,2022-01-31 00:00:00.0000000,2022-01-31 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
14020,50059351,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Violations were cited in the following area(s).,12,Cycle Inspection / Re-inspection,A,2019-10-10 00:00:00.0000000,2019-10-10 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
14021,40718557,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,13,Cycle Inspection / Re-inspection,A,2018-07-16 00:00:00.0000000,2018-07-16 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
14022,50122763,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Violations were cited in the following area(s).,53,Pre-permit (Operational) / Initial Inspection,N,NULL,2022-06-21 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
14023,40973604,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,13,Cycle Inspection / Initial Inspection,A,2021-10-29 00:00:00.0000000,2021-10-29 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
14024,50073023,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Violations were cited in the following area(s).,15,Pre-permit (Non-operational) / Initial Inspection,NULL,NULL,2018-04-11 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
14025,50045852,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,4,Cycle Inspection / Initial Inspection,A,2018-06-11 00:00:00.0000000,2018-06-11 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
14026,40373113,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,13,Cycle Inspection / Re-inspection,A,2022-03-01 00:00:00.0000000,2022-03-01 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
14027,50034508,04M,Live roaches present in facility's food and/or non-food areas.,Violations were cited in the following area(s).,0,Cycle Inspection / Initial Inspection,NULL,NULL,2022-06-08 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
14028,41136967,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Violations were cited in the following area(s).,16,Cycle Inspection / Initial Inspection,NULL,NULL,2019-10-15 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
14029,50094301,09C,Food contact surface not properly maintained.,Violations were cited in the following area(s).,13,Pre-permit (Operational) / Re-inspection,A,2019-09-20 00:00:00.0000000,2019-09-20 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
14030,41417417,15F6,Workplace SFAA policy not prominently posted in workplace,Violations were cited in the following area(s).,NULL,Smoke-Free Air Act / Initial Inspection,NULL,NULL,2020-01-23 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
14031,50010758,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,119,Cycle Inspection / Initial Inspection,NULL,NULL,2018-06-19 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
14032,50093410,09B,Thawing procedures improper.,Violations were cited in the following area(s).,7,Pre-permit (Operational) / Initial Inspection,A,2019-10-02 00:00:00.0000000,2019-10-02 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
14033,50003346,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",Violations were cited in the following area(s).,46,Cycle Inspection / Initial Inspection,NULL,NULL,2019-02-20 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
14034,41564527,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,53,Cycle Inspection / Re-inspection,NULL,NULL,2018-12-21 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
14035,50056428,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,10,Cycle Inspection / Re-inspection,A,2022-03-28 00:00:00.0000000,2022-03-28 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
14036,41364122,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,22,Cycle Inspection / Initial Inspection,NULL,NULL,2022-05-23 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
14037,50036900,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Establishment re-opened by DOHMH.,9,Cycle Inspection / Reopening Inspection,P,2019-09-11 00:00:00.0000000,2019-09-11 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
14038,50047645,09C,Food contact surface not properly maintained.,Violations were cited in the following area(s).,13,Cycle Inspection / Re-inspection,A,2019-05-20 00:00:00.0000000,2019-05-20 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
14039,40895766,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Violations were cited in the following area(s).,7,Cycle Inspection / Re-inspection,A,2018-06-27 00:00:00.0000000,2018-06-27 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
14040,50035898,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,53,Cycle Inspection / Initial Inspection,NULL,NULL,2022-04-14 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
14041,50034850,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Violations were cited in the following area(s).,26,Cycle Inspection / Re-inspection,B,2018-04-10 00:00:00.0000000,2018-04-10 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
14042,41564788,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Violations were cited in the following area(s).,17,Cycle Inspection / Initial Inspection,N,NULL,2022-03-16 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
14043,50085654,04M,Live roaches in facility's food or non-food area.,Violations were cited in the following area(s).,40,Inter-Agency Task Force / Initial Inspection,NULL,NULL,2022-08-12 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
14086,40917497,02B,Hot food item not held at or above 140º F.,Violations were cited in the following area(s).,22,Cycle Inspection / Initial Inspection,NULL,NULL,2019-02-14 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
