column1,camis,dba,boro,building,street,zipcode,phone,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,cuisine_description
239925,41186118,COLD STONE CREAMERY,Queens,17660,UNION TURNPIKE,11366,7185915800,40.72584915161133,-73.79144287109375,408,24,127700,4155422,4072270005,QN06,Frozen Desserts
242131,41186217,THE LITTLE OWL,Manhattan,90,BEDFORD STREET,10014,2127414695,40.73221206665039,-74.00531768798828,102,03,7300,1010006,1005880006,MN23,American
200724,41186285,COLSON PATISSERIE,Brooklyn,374,9 STREET,11215,7189656400,40.667842864990234,-73.98359680175781,306,39,15100,3022339,3010120006,BK37,Bakery Products/Desserts
198543,41186643,NEW CHINA PAVILION,Brooklyn,72,BELMONT AVENUE,11212,7183858200,40.66879653930664,-73.90776824951172,316,41,90600,3081145,3035260220,BK81,Chinese
247267,41187577,HANSOL NUTRITION CENTER,Queens,160-26,NORTHERN BOULEVARD,11358,7188880200,40.76277542114258,-73.80522918701172,407,20,117100,4120448,4053350061,QN51,Korean
144409,41187642,PRIMAVERA PIZZERIA,Bronx,761,MORRIS PARK AVENUE,10462,7184099303,40.84568786621094,-73.8638916015625,211,15,23200,2043564,2040520004,BX37,Pizza
239787,41188374,B2 HARLEM,Manhattan,271,WEST  119 STREET,10026,2122802248,40.805965423583984,-73.9530258178711,110,09,22000,1058443,1019250005,MN11,Soul Food
218478,41188476,PAPATZUL,Manhattan,55,GRAND STREET,10013,2122748225,40.7222785949707,-74.00358581542969,102,01,4700,1002963,1002280023,MN24,Mexican
242555,41188631,HUNAN DELIGHT,Brooklyn,752,UNION STREET,11215,7187891400,40.67557144165039,-73.97834014892578,306,39,13300,3020146,3009560045,BK37,Chinese
235372,41188824,MAX BRENNER CHOCOLATE BAR,Manhattan,841,BROADWAY,10003,6464678803,40.73423385620117,-73.99089813232422,102,02,6100,1080132,1005650015,MN23,American
215014,41189162,"DENO'S SNACK BAR, FAMIGLIA",Brooklyn,1025,BOARDWALK,11224,7183722592,40.57324981689453,-73.97899627685547,313,47,35200,3245155,3086960075,BK21,American
209687,41189470,CARRO CAFE,Brooklyn,3472,FULTON STREET,11208,7183489406,40.68498992919922,-73.86744689941406,305,37,118400,3093074,3041520029,BK83,Latin American
178612,41189761,A&R HOT BAGELS,Brooklyn,350,VAN BRUNT STREET,11231,7184039342,40.67799377441406,-74.01215362548828,306,38,5300,3008537,3005550025,BK33,Bagels/Pretzels
247235,41189848,SAMS FAMOUS PIZZA,Manhattan,150,EAST  116 STREET,10029,2123489437,40.798439025878906,-73.94122314453125,111,08,18200,1052262,1016430052,MN34,Pizza
246565,41190258,KI SUSHI,Brooklyn,122,SMITH STREET,11201,7189350575,40.687564849853516,-73.98990631103516,302,33,4300,3001045,3001870027,BK38,Japanese
137463,41190419,RISPOLI PASTRY SHOP,Staten Island,29,HYATT STREET,10301,7182735224,40.64187240600586,-74.0772476196289,501,49,300,5110428,5000080099,SI22,American
228141,41190515,EL RANCHO LOS COMPADRES,Manhattan,110,SHERMAN AVENUE,10034,2125691199,40.86394500732422,-73.92501831054688,112,10,29100,1064814,1022240041,MN01,Latin American
176639,41191334,EAST VILLAGE PIZZA AND KEBAB,Manhattan,145,1 AVENUE,10003,2125294545,40.72808837890625,-73.98493194580078,103,02,3800,1079781,1004500029,MN22,Pizza
192502,41191438,CHERYL'S GLOBAL SOUL,Brooklyn,236,UNDERHILL AVENUE,11238,3475392855,40.67347717285156,-73.96726989746094,308,35,20700,3029365,3011720040,BK64,American
240615,41191561,GOURMET SWEETS,Brooklyn,1107,CONEY ISLAND AVENUE,11230,7184214100,40.63063049316406,-73.96633911132812,314,45,52800,3178905,3066860066,BK42,Pakistani
233805,41191695,B CUP CAFE,Manhattan,212,AVENUE B,10009,2122284808,40.72859573364258,-73.97865295410156,103,02,3400,1005216,1004067501,MN22,American
237248,41191856,THE MEAN FIDDLER,Manhattan,266,WEST   47 STREET,10036,2123542950,40.76000213623047,-73.98655700683594,105,03,12500,1024748,1010180061,MN17,American
245589,41192316,MINGLES,Bronx,4012,BOSTON ROAD,10475,7183209505,40.88446807861328,-73.83274841308594,212,12,46202,2072483,2052630059,BX13,Caribbean
244160,41192474,BAKER'S DOZEN,Brooklyn,788,MANHATTAN AVENUE,11222,7183492222,40.7275390625,-73.95292663574219,301,33,56100,3065328,3025970006,BK76,Sandwiches
227853,41193019,CERTE CATERING,Manhattan,20,WEST   55 STREET,10019,2123972020,40.76203536987305,-73.975830078125,105,04,10400,1034807,1012700049,MN17,American
221671,41193094,OLD FASHION CONEY ISLAND FOOD,Brooklyn,3019,WEST   12 STREET,11224,9175538579,40.575016021728516,-73.97962951660156,313,47,35200,3245150,3086960035,BK21,American
242394,41193113,SOSAKU JAPANESE RESTAURANT,Brooklyn,6328,AVENUE N,11234,7189682800,40.619598388671875,-73.9162826538086,318,46,69800,3340561,3083850044,BK45,Japanese
246612,41193517,PUNJABI DHABA CATERING & SWEETS,Queens,11916,101 AVENUE,11419,7184878002,40.69001770019531,-73.82571411132812,409,28,15600,4200562,4094870008,QN54,Indian
243096,41194024,HUMMUS PLACE,Manhattan,305,AMSTERDAM AVENUE,10023,2127993335,40.78014373779297,-73.98049926757812,107,06,16100,1030099,1011460103,MN12,Middle Eastern
245348,41194745,GOLDEN PALACE GOURMET,Queens,14009,CHERRRY AVENUE,NULL,7188864383,0,0,NULL,NULL,NULL,NULL,4,NULL,Chinese
223970,41194832,CUSTOM BURGERS,Queens,0,LAGUARDIA AIRPORT,11369,7184245693,40.7744140625,-73.8772964477539,480,21,33100,4000000,4009260001,QN98,American
247515,41194838,COTTO,Queens,0,LAGUARDIA AIRPORT,11369,7184205693,40.7744140625,-73.8772964477539,480,21,33100,4000000,4009260001,QN98,American
242239,41194868,VICTORY KITCHEN,Queens,0,LAGUARDIA AIRPORT,11369,7184245693,40.7744140625,-73.8772964477539,480,21,33100,4000000,4009260001,QN98,American
175158,41194917,WORLDBEAN,Queens,0,LAGUARDIA AIRPORT,11369,7184245693,40.7744140625,-73.8772964477539,480,21,33100,4000000,4009260001,QN98,Coffee/Tea
238417,41194925,APHRODITES SWEETS,Queens,2007,FRANCIS LEWIS BOULEVARD,11357,7182241774,40.78003692626953,-73.80241394042969,407,19,101700,4128809,4057450002,QN47,Bakery Products/Desserts
195845,41195033,SARKU JAPAN,Queens,90-15,QUEENS BOULEVARD,11373,7186998700,40.73384094238281,-73.87157440185547,404,25,68300,4045999,4018600100,QN29,Pizza
236632,41195053,JAMAICA FISH MARKET,Queens,8802,VAN WYCK EXPRESSWAY,11418,7185234228,40.70226287841797,-73.81678009033203,409,29,14202,4196420,4093420024,QN54,Seafood
142432,41195346,POLASH INDIAN CUISINE RESTAURANT,Manhattan,2179,3 AVENUE,10035,2124100276,40.799720764160156,-73.93869018554688,111,08,18800,1054545,1017830046,MN34,Indian
244597,41195691,F & J PINE RESTAURANT,Bronx,1913,BRONXDALE AVENUE,10462,7187925956,40.84894561767578,-73.862060546875,211,13,24600,2048074,2042630015,BX49,Italian
227684,41195733,230 FIFTH,Manhattan,230,FIFTH AVENUE,10001,2127254300,40.74391174316406,-73.98786926269531,105,02,5800,1015654,1008280041,MN13,American
245371,41196158,ELEVEN B,Manhattan,174,AVENUE B,10009,2123889811,40.72737503051758,-73.97954559326172,103,02,3400,1005137,1004040028,MN22,Pizza
240019,41196536,STARBUCKS,Brooklyn,3035,CROPSEY AVENUE,11224,7183723573,40.58100128173828,-73.98572540283203,313,47,34800,3394145,3069970115,BK21,Coffee/Tea
186744,41196542,STARBUCKS COFFEE,Manhattan,373,5 AVENUE,10016,2122135363,40.749183654785156,-73.98400115966797,105,04,8200,1017116,1008650001,MN20,Coffee/Tea
216883,41196869,LAYLA JONES,Brooklyn,214,COURT STREET,11201,7186242361,40.68665313720703,-73.99384307861328,306,39,4500,3003414,3003070028,BK33,Pizza
178432,41197195,AMC THEATRES,Queens,21101,26 AVENUE,11360,7186310382,40.777950286865234,-73.77845764160156,407,19,99704,4439472,4059000024,QN47,American
220971,41197199,AMC THEATRES,Manhattan,2310,BROADWAY,10024,2127216023,40.786746978759766,-73.97779846191406,107,06,17100,1032790,1012310047,MN12,American
227841,41197215,AMC THEATRES,Manhattan,1992,BROADWAY,10023,2123365020,40.775169372558594,-73.98217010498047,107,06,15300,1084564,1011397503,MN14,American
242433,41197352,EL MIRADOR RESTAURANT,Brooklyn,59,CHURCH AVENUE,11218,7186867101,40.64213943481445,-73.98101043701172,312,39,49600,3123968,3053140034,BK41,Mexican
240811,41197487,HEARST CORPORATION EDR,Manhattan,300,WEST   57 STREET,10019,2126492542,40.76643753051758,-73.98332214355469,104,03,13900,1025451,1010477502,MN15,American
236640,41197540,DJERDAN,Brooklyn,2283,65 STREET,11204,7184843180,40.612606048583984,-73.97937774658203,311,44,43600,3172253,3065530043,BK29,Mediterranean
241443,41197747,BEST COFFEE SHOP,Staten Island,117,WATER STREET,10304,7185569565,40.62696838378906,-74.07777404785156,501,49,2100,5013675,5005210043,SI37,American
53270,41198297,HEARST GOOD HOUSEKEEPING INSTITUTE,Manhattan,300,WEST   57 STREET,10019,2126492724,40.76643753051758,-73.98332214355469,104,03,13900,1025451,1010477502,MN15,American
239251,41198338,ROYALE,Manhattan,157,AVENUE C,10009,9177049412,40.72568130493164,-73.97769165039062,103,02,2800,1004773,1003920032,MN28,American
194053,41198352,TAQUERIA EL GALLO AZTECA,Staten Island,75,VICTORY BOULEVARD,10301,7182736404,40.63828659057617,-74.0786361694336,501,49,1100,5000220,5000170001,SI22,Mexican
222705,41198518,"HOME SWEET HOME, FIG 19",Manhattan,131,CHRYSTIE STREET,10002,2122265709,40.7193603515625,-73.99321746826172,103,01,1800,1005668,1004240032,MN27,American
241601,41198981,ATHEN'S GRILL & RESTAURANT,Queens,3011,30 AVENUE,11102,7187775366,40.767189025878906,-73.9220199584961,401,22,7100,4007684,4005950006,QN71,Mexican
181650,41199571,BAR BELLY,Manhattan,14B,ORCHARD STREET,10002,6465969142,40.715213775634766,-73.99171447753906,103,01,1600,NULL,1,MN27,American
243948,41200490,THE GAF,Manhattan,401,WEST   48 STREET,10036,2123077536,40.76241683959961,-73.99028778076172,104,03,12700,1026601,1010580029,MN15,American
157974,41200687,PLANET WINGS,Staten Island,2211,HYLAN BOULEVARD,10306,7186689464,40.576847076416016,-74.1033706665039,502,50,11402,5051736,5035910001,SI45,Chicken
229387,41200936,ALPINE CINEMAS,Brooklyn,6817,5 AVENUE,11220,7187484283,40.633975982666016,-74.02079010009766,310,43,13000,3145314,3058650003,BK31,American
243416,41201169,YONG SHENG RESTAURANT,Manhattan,2825,8 AVENUE,10039,2128622702,40.82639694213867,-73.93932342529297,110,09,23502,1079806,1020460015,MN03,Chinese
238756,41201799,CHIPOTLE MEXICAN GRILL,Manhattan,1221,6 AVENUE,10036,2125758424,40.75909423828125,-73.98213195800781,105,04,12500,1022693,1010010029,MN17,Tex-Mex
243991,41201903,GOLDEN HARBOR RESTAURANT,Queens,8216,63 AVENUE,11379,7183351888,40.722251892089844,-73.8740005493164,405,30,66300,4069276,4029930006,QN21,Chinese
240492,41202176,TED'S MONTANA GRILL,Manhattan,110,WEST   51 STREET,10019,2122455220,40.7607307434082,-73.98049926757812,105,04,13100,1022709,1010030029,MN17,American
164495,41202218,CLUB DUBAI,Queens,12619,MERRICK BOULEVARD,11434,7186685226,40.681861877441406,-73.76605987548828,412,27,36600,4269909,4124860001,QN08,Caribbean
192544,41202221,THE COFFEE INN,Manhattan,1316,1 AVENUE,10021,2122493909,40.766883850097656,-73.95664978027344,108,05,12400,1045808,1014650001,MN31,Coffee/Tea
181653,41202349,LASSEN & HENNIGS,Brooklyn,114,MONTAGUE STREET,11201,7188756272,40.69493103027344,-73.99486541748047,302,33,501,3002062,3002480031,BK09,American
246142,41202545,VANILLA CAFE,Queens,13520,ROOSEVELT AVE,11354,7187622888,40.759117126464844,-73.83138275146484,407,20,87100,4114113,4050360023,QN22,Bakery Products/Desserts
234658,41202725,DUNKIN,Queens,7520,37 AVENUE,11372,7183975660,40.74907684326172,-73.89054870605469,403,25,28700,4029851,4012860030,QN28,Donuts
240839,41202797,MARSHALL STACK,Manhattan,6668,RIVINGTON STREET,NULL,2122284667,0,0,NULL,NULL,NULL,NULL,1,NULL,American
82200,41203218,DA NOI II,Staten Island,138142,FINGERBOARD ROAD,NULL,7187201650,0,0,NULL,NULL,NULL,NULL,5,NULL,Italian
225466,41203328,DUNKIN,Queens,1423,150 STREET,11357,7187472472,40.78823471069336,-73.8135757446289,407,19,98700,4106232,4046780065,QN49,Donuts
244612,41203533,GREAT TASTE BAKERY,Manhattan,3335,CATHERINE STREET,NULL,6466424110,0,0,NULL,NULL,NULL,NULL,1,NULL,Bakery Products/Desserts
242063,41204031,A LA TURKA,Manhattan,1417,2 AVENUE,10021,2127442424,40.76997375488281,-73.95751953125,108,04,12600,1083895,1014280028,MN31,Turkish
237862,41204246,AMOR BAKERY NO 2,Bronx,929,PROSPECT AVENUE,10459,7183281280,40.82181167602539,-73.90074157714844,203,17,13300,2005012,2026770070,BX35,Bakery Products/Desserts
160928,41204498,IL SAPORE ITALIANO PIZZERIA,Queens,4417,DOUGLASTON PARKWAY,11363,7182248009,40.766197204589844,-73.74524688720703,411,19,147900,4168865,4081110012,QN45,Pizza
218937,41204508,CAFE CLUNY,Manhattan,284,WEST   12 STREET,10014,2122556900,40.73752975463867,-74.0040054321289,102,03,7700,1011384,1006240048,MN23,French
215778,41204715,WENDY'S,Bronx,4040,3 AVENUE,10457,7182995603,40.842681884765625,-73.89816284179688,203,15,16500,2117938,2029300026,BX01,Hamburgers
223073,41204887,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Bronx,691,CO-OP CITY BOULEVARD,10475,7186718841,40.879859924316406,-73.82390594482422,210,12,46201,2118946,2051410394,BX13,Caribbean
222875,41204905,"UPSTAIRS LOUNGE THE KIMBERLY HOTEL, BISTANGO",Manhattan,145,EAST   50 STREET,10022,2127021667,40.75625991821289,-73.97179412841797,106,04,10000,1036454,1013050028,MN19,American
189103,41204942,CACIO E VINO,Manhattan,80,2 AVENUE,10003,2122283269,40.72650146484375,-73.98917388916016,103,02,3800,1006202,1004460005,MN22,Italian
241052,41204966,B CAFE,Manhattan,240,EAST   75 STREET,10021,2122493300,40.771270751953125,-73.95821380615234,108,04,13400,1044034,1014290030,MN31,American
119704,41205254,"DUNKIN', BASKIN ROBBINS",Bronx,1167,WEBSTER AVENUE,10456,7185887232,40.83109664916992,-73.91029357910156,204,16,17701,2002088,2024260082,BX14,Donuts
241978,41205293,MR. TU BAKERY,Queens,136-29,ROOSEVELT AVENUE,11354,7183530832,40.75984573364258,-73.82902526855469,407,20,87100,4112493,4049800014,QN22,Bakery Products/Desserts
242885,41205309,JOE G RESTAURANT (DA VINCI HOTEL),Manhattan,244,WEST   56 STREET,10019,2127653160,40.76565933227539,-73.98249816894531,105,03,13700,1024885,1010270060,MN17,Italian
132567,41205634,CLASSIC KOSHER CATERING,Brooklyn,2818,AVENUE K,11210,7186923100,40.62418746948242,-73.94808959960938,314,45,74800,3208605,3076280048,BK43,Jewish/Kosher
208308,41206006,NEW YORK FRIED CHICKEN,Queens,13104,MERRICK BOULEVARD,11434,7185253801,40.67940902709961,-73.761474609375,412,27,35200,4592719,4129830031,QN08,Chicken
215349,41206436,RAINBOW DINER,Bronx,2197,WHITE PLAINS ROAD,10462,7188237715,40.856197357177734,-73.86764526367188,211,13,22401,2049378,2043170050,BX49,American
227194,41206524,CHOICE MARKET,Brooklyn,318,LAFAYETTE AVENUE,11238,7182305234,40.68850326538086,-73.96312713623047,302,35,19700,3055550,3019470032,BK69,American
222835,41206802,MORRONE PASTRY SHOP & CAFE,Bronx,2349,ARTHUR AVENUE,10458,7187330424,40.854408264160156,-73.88855743408203,206,15,39100,2092244,2030650057,BX06,Bakery Products/Desserts
241439,41207137,GREGORY'S 26 CORNER TAVERNA,Queens,2602,23 AVENUE,11105,7187775511,40.77642822265625,-73.91581726074219,401,22,9700,4018118,4008540034,QN72,Greek
211900,41207173,SOHO PARK,Manhattan,62,PRINCE STREET,10012,2122192129,40.72372817993164,-73.99662017822266,102,01,4300,1007547,1004960018,MN24,American
116798,41207574,NICA TRATTORIA,Manhattan,354,EAST   84 STREET,10028,2124725040,40.77601623535156,-73.95144653320312,108,05,13800,1049932,1015460030,MN32,Italian
236007,41207580,PIO PIO TO GO,Queens,8421,NORTHERN BOULEVARD,11372,7184261010,40.75578689575195,-73.88323974609375,403,25,33700,4034620,4014140038,QN28,Latin American
241414,41207822,CROWN FRIED CHICKEN,Queens,18903,LINDEN BOULEVARD,11412,7189780600,40.69172286987305,-73.76217651367188,412,27,52800,4238205,4110590001,QN08,Chicken
236484,41208011,"DUNKIN', BASKIN ROBBINS",Queens,21522,73 AVENUE,11364,7182171599,40.740604400634766,-73.75894927978516,411,23,129103,4439703,4077320050,QN42,Donuts
237471,41208080,SUBWAY,Manhattan,250,WEST   54 STREET,10019,2125414719,40.76430130004883,-73.98314666748047,105,03,13100,1024842,1010250054,MN17,Sandwiches
135288,41208221,DUNKIN',Staten Island,2704,HYLAN BOULEVARD,10306,7183517193,40.56636047363281,-74.1138687133789,502,50,12806,5107585,5039830013,SI25,Donuts
236429,41208272,KAWA SUSHI 8 AVENUE,Manhattan,24,8 AVENUE,10014,2123666888,40.7376708984375,-74.00467681884766,102,03,7700,1078201,1006250052,MN23,Japanese
235811,41208965,ENIGMA,Brooklyn,2340,CONEY ISLAND AVENUE,11223,7183762500,40.59980773925781,-73.96131134033203,315,47,39400,3192188,3071120018,BK25,Middle Eastern
246908,41209002,TRATTORIA 35,Queens,21315,35 AVENUE,11361,7183523800,40.768882751464844,-73.77423095703125,411,19,109700,4135871,4061120047,QN46,Italian
176333,41209159,SECCHU YOKOTA,Manhattan,199,EAST    3 STREET,10009,2127771124,40.72289276123047,-73.98348236083984,103,02,3200,1004999,1003990038,MN22,Japanese
124243,41209948,FOURTH AVENUE PUB,Brooklyn,76,4 AVENUE,11217,7186432273,40.682247161865234,-73.97978210449219,302,33,12700,3005999,3003890038,BK38,American
206816,41210127,STONE STREET TAVERN (@ 52 STONE ST),Manhattan,85,PEARL STREET,10004,2127855658,40.70408248901367,-74.01010131835938,101,01,900,1077219,1000290026,MN25,American
226793,41210181,JAMAO COFFEE SHOP RESTAURANT,Queens,17716,LIBERTY AVENUE,11433,7185269246,40.70541763305664,-73.78227996826172,412,27,44000,4220103,4103300115,QN01,Latin American
179765,41210703,LOS POTRILLOS RESTAURANT,Staten Island,150,PORT RICHMOND AVENUE,10302,7188150440,40.63743591308594,-74.13378143310547,501,49,20700,5025372,5010770039,SI28,Mexican
112505,41210712,"DUNKIN',' BASKIN ROBBINS",Brooklyn,643,MANHATTAN AVENUE,11222,7184723745,40.72432327270508,-73.95111846923828,301,33,56900,3337787,3026450029,BK76,Coffee/Tea
201290,41210953,TAQUERIA TLAXCALLI,Bronx,2103,STARLING AVENUE,10462,3478513085,40.8360710144043,-73.85494232177734,209,18,22200,2041210,2039460001,BX46,Mexican
238911,41211246,SUNBURST ESPRESSO BAR,Manhattan,206,3 AVENUE,10003,2126741702,40.73587417602539,-73.98530578613281,106,02,5000,1017882,1008747501,MN21,American
239396,41211257,LA ISLA RESTAURANT,Bronx,276B,EAST 149 STREET,10451,7186653600,40.817298889160156,-73.92247009277344,201,17,6500,NULL,2,BX34,Latin American
154638,41211538,STK,Manhattan,28,LITTLE WEST   12 STREET,10014,6466242444,40.740020751953125,-74.00730895996094,102,03,7900,1080265,1006440043,MN23,American
204726,41211622,MCDONALD'S,Manhattan,2726,BROADWAY,10025,2122228714,40.800086975097656,-73.96808624267578,107,07,19100,1056585,1018760017,MN12,Hamburgers
246251,41212364,BECKETT'S,Manhattan,81,PEARL STREET,10004,2122691001,40.70401382446289,-74.01020050048828,101,01,900,1000838,1000290024,MN25,American
244350,41212437,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Brooklyn,1617,CHURCH AVENUE,11226,7184624044,40.64881896972656,-73.96466827392578,314,40,50600,3116477,3050770032,BK42,Caribbean
188430,41212475,MOE'S CAFE,Manhattan,209,EAST   23 STREET,10010,2125922167,40.7386360168457,-73.98268127441406,106,02,6400,1019770,1009040007,MN21,American
202722,41212798,CHOKOLAT PATISSERIE,Manhattan,3111,BROADWAY,10027,2126626096,40.81281661987305,-73.96038818359375,109,07,21100,1059837,1019930015,MN09,French
240199,41212839,PERA MEDITERRANEAN BRASSERIE,Manhattan,303,MADISON AVENUE,10017,2128786301,40.7523307800293,-73.9796142578125,105,04,8200,1035335,1012760042,MN20,Mediterranean
176907,41212919,CARVEL,Queens,14901,14 AVENUE,11357,7187467575,40.788352966308594,-73.81578063964844,407,19,98100,4102460,4045050001,QN49,Frozen Desserts
245834,41213051,OVELIA RESTAURANT,Queens,3401,30 AVENUE,11103,7187217217,40.76571273803711,-73.91886138916016,401,22,6501,4009182,4006280048,QN70,Greek
88689,41213163,PAESANO'S,Manhattan,136,MULBERRY STREET,10013,2129651188,40.71852111816406,-73.99769592285156,102,01,4100,1066508,1002377501,MN24,Italian
228167,41213323,D & D COFFEE SHOP,Brooklyn,4508,FORT HAMILTON PARKWAY,11219,7184388365,40.64019012451172,-73.99494934082031,312,39,11200,3136622,3056140026,BK34,American
239695,41213444,GOOGLE 5BB,Manhattan,76,9 AVENUE,10011,2125657305,40.74190902709961,-74.0046615600586,104,03,8300,1013043,1007390001,MN13,American
